,SSB_Include,CSB_Include,Material,CS Length,BB Drop,Stack,SS E,ST Angle,BB OD,TT OD,HT OD,DT OD,CS OD,SS OD,ST OD,CS F,HT LX,ST UX,HT UX,HT Angle,HT Length,ST Length,BB Length,Dropout Offset,SSB OD,CSB OD,SSB Offset,CSB Offset,SS Z,SS Thickness,CS Thickness,TT Thickness,BB Thickness,HT Thickness,ST Thickness,DT Thickness,DT Length,batch
4627,1,0,Steel,0.40536,0.06946,0.5656,0.06212,72.30476,0.04,0.02813,0.03703,0.0365,0.02117,0.012553,0.030656,0.015,0.04661,0.033719,0.028213,72.76861,0.10498,0.58498,0.068,0.123574,0.005004,0.0126413872420262,0.33,0.332128,0.009,0.003003,0.002696,0.002942,0.002844,0.0007069,0.004899,0.001613,0.638191,Generated 2
2379,1,1,Aluminum,0.33,-0.07,0.28,0.045,74.0000202554444,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0223,0.0343,0.0133,70.0,0.0877,0.0943,0.068,0.13,0.016,0.018,0.33,0.35,0.009,0.002744,0.000586,0.001392,0.0008126,0.00087171,0.001843,0.002712,0.483132,3_4
7956,0,0,Steel,0.355467,-0.035412,0.55817,0.03257,69.40403930180251,0.03855,0.02831,0.04705,0.03985,0.032209,0.017814,0.031027,0.01454,0.043641,0.048913,0.03153,65.15703,0.07474,0.075724,0.06794,0.127829,0.0112947552083332,0.0126413872420262,0.337112,0.334728,0.008086,0.001259,0.009672,0.022196,0.002491,0.001609,0.00709,0.00185,0.536275,Generated 20
6476,1,1,Steel,0.38622,-0.00399,0.48106,0.04534,73.33785,0.03999,0.03099,0.04563,0.03685,0.021988,0.01355,0.03271,0.01493,0.050971,0.047858,0.028347,70.56816,0.10333,0.3376,0.06812,0.129997,7e-06,2.1e-05,0.330006,0.349876,0.008093,0.00237,0.003413,0.000828,0.00060713,0.003189,0.002971,0.002342,0.626317,Generated 12
10125,1,1,Steel,0.424452,0.05021,0.56396,0.079657,72.33007746575609,0.0391,0.0314,0.04556,0.0303,0.021749,0.010869,0.032402,0.01417,0.046261,0.054959,0.024712,70.36168,0.11602,0.490277,0.06464,0.130706,0.014425,0.016809,0.331831,0.360037,0.010566,0.003331,0.005516,0.004531,0.001624,0.00739,0.004226,0.003261,0.631472,Generated 32
13322,0,0,Steel,0.397963,0.049907,0.5549,0.053771,72.8109036474299,0.03907,0.0385,0.0498,0.03565,0.033806,0.020099,0.03394,0.01473,0.042575,0.048125,0.02997,71.78504,0.12497,0.479648,0.06821,0.129613,0.0112947552083332,0.0126413872420262,0.329649,0.35933,0.008791,0.002115,0.00155,0.002079,0.007762,0.002213,0.001689,0.002929,0.638873,Generated 46
9063,0,1,Steel,0.403035,0.06974,0.56692,0.044717,73.01991865109362,0.03949,0.02886,0.04394,0.03663,0.023021,0.011649,0.032467,0.01559,0.062159,0.046851,0.028964,73.11121,0.14618,0.592521,0.06767,0.130301,0.0112947552083332,0.017667,0.329773,0.350236,0.00925,0.003682,0.001402,0.000721,0.003384,0.003077,0.005538,0.002246,0.656645,Generated 25
7386,0,0,Steel,0.421837,0.066837,0.5656,0.051837,72.36737701821912,0.04,0.02818,0.03931,0.0365,0.022578,0.012908,0.0286,0.015,0.047625,0.038083,0.046227,70.18369,0.12816,0.504131,0.068,0.13,0.0112947552083332,0.0126413872420262,0.33,0.35,0.009,0.001856,0.002992,0.004611,0.006822,0.002312,0.000725,0.003658,0.65613,Generated 16
9271,0,0,Titanium,0.413746,0.037699,0.55017,0.046314,69.98255478754608,0.03552,0.02476,0.0339,0.03363,0.023195,0.01302,0.028159,0.01554,0.040253,0.034748,0.022979,73.17752,0.12858,0.426016,0.06398,0.139634,0.0112947552083332,0.0126413872420262,0.33046,0.323927,0.008317,0.001711,0.004534,0.006867,0.00095063,0.003032,0.011857,0.002077,0.610001,Generated 27
5943,1,1,Steel,0.39299,0.01011,0.55808,0.12947,70.06396,0.04088,0.02881,0.0546,0.03752,0.025219,0.014028,0.030497,0.01578,0.044043,0.045736,0.02402,69.60543,0.10832,0.3384,0.06785,0.130208,-0.005216,-0.001024,0.329319,0.349657,0.008538,0.002578,0.002496,0.002315,0.003053,0.003698,0.008044,0.005189,0.636692,Generated 9
11292,1,1,Aluminum,0.4205,-0.012655,0.55685,0.046729,76.80344545124001,0.04867,0.02591,0.03682,0.04703,0.031,0.020492,0.029627,0.01393,0.068207,0.092957,0.046212,70.91335,0.20125,0.574164,0.08911,0.13544,0.015393,0.017506,0.33,0.361075,0.012602,0.003111,0.004434,0.005938,0.008309,0.003573,0.008554,0.001712,0.604944,Generated 37
10688,0,0,Steel,0.402958,0.07,0.54225,0.045,73.67016845278758,0.04,0.02801,0.03906,0.03617,0.02335,0.013,0.031272,0.015,0.037436,0.045511,0.032928,73.0,0.15393,0.553773,0.068,0.13,0.0112947552083332,0.0126413872420262,0.33,0.317359,0.009,0.001158,0.00159,0.001251,0.001237,0.001615,0.003295,0.004196,0.639717,Generated 35
10188,1,1,Steel,0.406075,0.07,0.5656,0.045,74.0000202554444,0.04,0.0286,0.045,0.03601,0.02335,0.013,0.0318,0.015,0.046117,0.044354,0.028618,72.82081,0.13287,0.54891,0.068,0.13,0.015946,0.017914,0.33,0.35,0.009,0.00464,0.001334,0.003717,0.001784,0.001203,0.00298,0.003586,0.650103,Generated 33
1466,0,0,Steel,0.4311,0.063,0.5656,0.044,72.99997971982306,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0505,0.0399,0.035,72.0,0.1242,0.47,0.083,0.15,0.0158489361702121,0.0177589703095392,0.33,0.35,0.009,0.001666,0.003682,0.000539,0.00053873,0.003276,0.003997,0.001721,0.743238,1_8
9334,0,0,Titanium,0.413046,0.037772,0.5536,0.047985,70.46956891340729,0.03655,0.02548,0.03501,0.0332,0.023289,0.013385,0.028423,0.01539,0.040867,0.039072,0.024719,73.00155,0.13174,0.446869,0.06463,0.140776,0.0112947552083332,0.0126413872420262,0.332172,0.324997,0.008399,0.002013,0.004716,0.005347,0.001484,0.00353,0.010689,0.001829,0.618947,Generated 28
14679,0,0,Aluminum,0.418627,0.068722,0.56557,0.043879,73.1683147200325,0.04008,0.03214,0.04383,0.03998,0.02739,0.013535,0.031589,0.01497,0.051257,0.045129,0.041603,71.64409,0.18493,0.510654,0.06796,0.12996,0.0112947552083332,0.0126413872420262,0.330015,0.300066,0.009026,0.003831,0.001532,0.001762,0.001901,0.001362,0.002573,0.003087,0.6528,Generated 53
8108,0,0,Steel,0.414366,0.044933,0.56269,0.110144,71.99936622640658,0.0394,0.05135,0.04817,0.05869,0.024055,0.014099,0.046337,0.01472,0.055808,0.046528,0.067571,68.72871,0.11635,0.486406,0.08039,0.130138,0.0112947552083332,0.0126413872420262,0.330085,0.335269,0.009231,0.002021,0.00168,0.002585,0.002394,0.002928,0.012917,0.001657,0.632049,Generated 20
369,0,0,Steel,0.365,0.01,0.5656,0.04,70.49999297232874,0.04,0.0286,0.045,0.0365,0.02585,0.01475,0.0318,0.015,0.0467,0.04,0.0161,70.5,0.115,0.29,0.068,0.13,0.0158489361702121,0.0177589703095392,0.33,0.35,0.009,0.000535,0.000619,0.006811,0.008421,0.002857,0.00058514,0.003405,0.589477,1_2
1376,0,0,Steel,0.465,0.1075,0.5656,0.045,69.99997270451806,0.04,0.0286,0.04,0.0365,0.02335,0.013,0.0318,0.015,0.0433,0.052,0.0299,68.5,0.245,0.498,0.068,0.13,0.0158489361702121,0.0177589703095392,0.33,0.3,0.009,0.001659,0.00742,0.006757,0.006757,0.002302,0.001955,0.001027,0.688184,1_8
3964,1,1,Steel,0.435,0.06,0.5656,0.045,73.0,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0503,0.0476,0.0316,73.0,0.133,0.5476,0.068,0.13,0.016,0.018,0.33,0.35,0.009,0.001311,0.001252,0.000841,0.009553,0.001928,0.005388,0.007016,0.633187,2_8
10739,1,1,Titanium,0.431302,0.072671,0.57468,0.146504,73.4657371114849,0.04,0.0286,0.045,0.0365,0.02335,0.011397,0.0318,0.015,0.041926,0.031932,0.025481,71.6027,0.13505,0.508683,0.068,0.132671,0.016,0.018,0.33,0.373288,0.009,0.000735,0.003576,0.001928,0.005614,0.002879,0.00644,0.00426,0.682013,Generated 35
12035,0,0,Titanium,0.387824,0.068554,0.59396,0.054868,75.80432164809088,0.04487,0.03089,0.04247,0.03944,0.025623,0.013691,0.030885,0.01466,0.067916,0.026806,0.0309,77.11904,0.12977,0.50355,0.06797,0.122966,0.0112947552083332,0.0126413872420262,0.328411,0.314801,0.008484,0.000614,0.003391,0.001652,0.002436,0.004617,0.00125,0.002837,0.637991,Generated 40
2270,1,1,Steel,0.405,0.07,0.5656,0.045,74.0000202554444,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0492,0.0492,0.0289,73.0,0.145,0.5152,0.068,0.13,0.016,0.018,0.33,0.35,0.009,0.001006,0.001199,0.000645,0.002323,0.009683,0.00068,0.002581,0.658742,2_2
12825,0,0,Steel,0.366412,0.005597,0.56494,0.024133,71.57216889435703,0.03914,0.02841,0.04605,0.03665,0.023819,0.017293,0.031059,0.01492,0.042817,0.040876,0.02655,70.52067,0.10706,0.298734,0.06754,0.138003,0.0112947552083332,0.0126413872420262,0.32873,0.320928,0.008968,0.002022,0.00552,0.00275,0.002233,0.002132,0.003153,0.003328,0.595874,Generated 44
11854,0,0,Titanium,0.326526,-0.029117,0.56155,0.033433,76.29952907042244,0.04,0.02874,0.04255,0.03519,0.022065,0.019153,0.031055,0.01465,0.044772,0.034683,0.032218,76.70259,0.12411,0.269532,0.06633,0.125989,0.0112947552083332,0.0126413872420262,0.329864,0.311147,0.011035,0.002139,0.004554,0.002725,0.001208,0.005558,0.007487,0.004044,0.536579,Generated 39
2070,0,0,Steel,0.405,0.07,0.5656,0.045,74.0,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0499,0.0486,0.034,73.0,0.145,0.5146,0.068,0.13,0.0158489361702121,0.0177589703095392,0.33,0.35,0.009,0.000724,0.004516,0.005062,0.004937,0.002056,0.001193,0.00058772,0.653639,1_11
10855,0,0,Aluminum,0.444121,0.062286,0.5656,0.045,73.35166121447435,0.04,0.03635,0.04005,0.04177,0.025122,0.014648,0.033778,0.015,0.057547,0.049146,0.032281,71.23626,0.14467,0.531209,0.07212,0.135,0.0112947552083332,0.0126413872420262,0.33,0.35,0.01172,0.001458,0.001587,0.006661,0.002071,0.00086401,0.000623,0.001854,0.685089,Generated 35
1516,0,0,Steel,0.424,0.037,0.5656,0.045,72.99997971982306,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.048,0.0655,0.0323,71.0,0.127,0.485,0.068,0.135,0.0158489361702121,0.0177589703095392,0.33,0.35,0.009,0.003709,0.002296,0.005028,0.004097,0.001131,0.001286,0.007529,0.674349,1_8
6039,1,1,Steel,0.484456,0.044708,0.55119,0.238116,73.38059558312845,0.0392,0.03383,0.04821,0.03584,0.030646,0.013677,0.032721,0.01595,0.053826,0.081809,0.028705,75.42342,0.12258,0.730897,0.06605,0.119883,0.028622,0.003887,0.33026,0.354578,0.008259,0.008127,0.002686,0.001155,0.002942,0.006853,0.007469,0.002182,0.629797,Generated 10
10734,1,1,Steel,0.39361,0.045486,0.55518,0.045,73.50847976300166,0.04,0.0286,0.03962,0.0365,0.02335,0.013,0.029649,0.015,0.056471,0.036077,0.039299,73.17232,0.18139,0.574364,0.068,0.135,0.01595,0.017921,0.33,0.35,0.009,0.001153,0.002846,0.003439,0.002294,0.00406,0.002002,0.001724,0.663207,Generated 35
8887,1,1,Titanium,0.390752,0.068544,0.56526,0.045831,73.08661093844682,0.049,0.02803,0.04542,0.03555,0.023939,0.013315,0.031537,0.01472,0.04861,0.051711,0.030843,73.10223,0.1427,0.541695,0.06747,0.130311,0.016135,0.017907,0.330306,0.349071,0.010195,0.002789,0.00369,0.002075,0.002509,0.00785,0.008221,0.001894,0.640906,Generated 24
2828,1,1,Steel,0.405,0.07,0.5656,0.12,73.49999998763374,0.04,0.0286,0.032,0.035,0.02335,0.013,0.0286,0.015,0.0435,0.1207,0.0297,73.5,0.1123,0.65,0.068,0.13,0.016,0.018,0.33,0.35,0.009,0.003967,0.006046,0.001384,0.003613,0.001148,0.004158,0.005378,0.655527,2_4
6893,1,1,Titanium,0.42858,0.07149,0.61623,0.04532,72.80879,0.04016,0.02834,0.03221,0.03725,0.024037,0.014111,0.030441,0.0151,0.040713,0.087555,0.035436,72.0,0.11094,0.57099,0.06882,0.130508,0.015436,0.018531,0.331012,0.350381,0.00796,0.002835,0.005808,0.007684,0.01068,6.44e-05,0.002262,0.006774,0.700149,Generated 14
7404,0,0,Aluminum,0.383529,0.003173,0.5656,0.087094,68.80632972992203,0.04,0.02991,0.045,0.04346,0.031958,0.022465,0.0318,0.015,0.047255,0.040416,0.035101,69.54189,0.11934,0.35517,0.068,0.134097,0.0112947552083332,0.0126413872420262,0.33,0.318036,0.009,0.002992,0.003346,0.001586,0.005317,0.002309,0.004965,0.002129,0.597584,Generated 16
9510,1,1,Steel,0.401865,0.086586,0.55882,0.050691,73.21799016087033,0.03877,0.02844,0.05646,0.03672,0.022824,0.013079,0.033628,0.01457,0.042825,0.03788,0.029916,71.66293,0.1875,0.506446,0.06762,0.126168,0.015843,0.018466,0.333213,0.414312,0.008537,0.001631,0.002561,0.006211,0.001384,0.002893,0.004021,0.008337,0.639963,Generated 29
11548,1,1,Titanium,0.404172,-0.01381,0.58054,0.197911,76.81341491687527,0.04825,0.03855,0.0344,0.0407,0.027979,0.013163,0.037576,0.01297,0.068257,0.127267,0.026351,72.65049,0.16237,0.44749,0.08462,0.136787,0.014386,0.017966,0.33,0.364792,0.009326,0.003918,0.00682,0.009189,0.008268,0.009193,0.006046,0.009401,0.590517,Generated 38
14583,1,1,Steel,0.445109,0.096038,0.50413,0.008455,51.37575039067261,0.04079,0.02574,0.03113,0.03634,0.021115,0.011599,0.02871,0.01504,0.039964,0.185605,0.029951,69.47832,0.09981,0.471894,0.07286,0.135244,0.01581,0.017757,0.330026,0.349897,0.00914,0.003164,0.001101,0.001028,0.001496,0.00023802,0.003507,0.002516,0.616945,Generated 52
7106,1,1,Steel,0.504826,0.069958,0.64356,0.046331,70.52147888964613,0.04064,0.02741,0.03106,0.03662,0.013638,0.0119,0.032898,0.01514,0.056755,0.174007,0.037205,66.64719,0.28308,0.527618,0.07335,0.14139,0.014963,0.018376,0.330645,0.393366,0.008946,0.00294,0.002114,0.001771,0.005027,0.009272,0.002111,0.001227,0.747762,Generated 15
8564,1,1,Titanium,0.344451,0.032823,0.56239,0.061805,73.13972412605546,0.04014,0.04303,0.07764,0.03759,0.03375,0.014057,0.055954,0.0158,0.044691,0.053769,0.023206,71.70175,0.13,0.465865,0.06992,0.12971,0.018158,0.018402,0.329525,0.404085,0.008661,0.002959,0.003022,0.001257,0.002116,0.003048,0.000922,0.00031599,0.647121,Generated 23
1242,0,0,Aluminum,0.405,0.04,0.5656,0.037,73.0,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0498,0.0139,0.0308,72.0,0.15,0.4399,0.068,0.135,0.0158489361702121,0.0177589703095392,0.33,0.3,0.009,0.001235,0.003112,0.001,0.001242,0.005686,0.000717,0.007019,0.614342,1_7
12577,0,0,Steel,0.334726,-0.033132,0.55857,0.055377,72.51348125597747,0.03789,0.02743,0.04995,0.03455,0.021696,0.013507,0.032321,0.01466,0.042708,0.033604,0.035257,78.12321,0.13386,0.322795,0.0635,0.126192,0.0112947552083332,0.0126413872420262,0.328687,0.361191,0.008517,0.002477,0.003122,0.012291,0.001716,0.00877,0.002487,0.005349,0.561543,Generated 43
14644,1,1,Steel,0.413914,0.0554,0.56557,0.014282,74.5230161308398,0.03897,0.02833,0.02925,0.03497,0.017132,0.011898,0.027363,0.01459,0.026203,0.018685,0.03175,74.03081,0.14914,0.636877,0.06766,0.120086,0.015927,0.017924,0.329978,0.350001,0.010538,0.004023,0.003241,0.001818,0.002226,0.002533,0.004159,0.00095967,0.673469,Generated 53
8578,1,1,Titanium,0.347567,0.03377,0.56257,0.061566,73.15020925370636,0.04017,0.04261,0.07619,0.03761,0.033344,0.014065,0.055177,0.01574,0.044869,0.052555,0.023587,71.71887,0.13037,0.467639,0.06992,0.129715,0.018088,0.018362,0.329579,0.403448,0.008684,0.002961,0.00303,0.00137,0.002147,0.003067,0.001024,0.00041595,0.646704,Generated 23
6529,1,1,Steel,0.41325,0.07153,0.52526,0.04689,74.0024,0.03932,0.02933,0.03227,0.03631,0.022196,0.01535,0.030366,0.01487,0.051378,0.01859,0.026686,73.81801,0.09646,0.59794,0.06771,0.129338,0.015986,0.017983,0.32992,0.349925,0.008282,0.002554,0.002144,0.000383,0.004971,0.001442,0.005316,0.001577,0.652932,Generated 12
6798,1,1,Steel,0.44141,0.07235,0.56539,0.04605,73.18336,0.04023,0.02954,0.04423,0.0361,0.023668,0.013039,0.035472,0.01504,0.047721,0.052143,0.034694,71.56201,0.18403,0.63633,0.06799,0.134885,-1.8e-05,-0.000376,0.330008,0.300135,0.008348,0.002636,0.003919,0.00193,0.002529,0.00371,0.001712,0.005475,0.789772,Generated 13
10933,1,1,Titanium,0.35104,-0.0201,0.5563,0.08452,76.79653,0.03576,0.0258,0.03387,0.04006,0.020473,0.015679,0.027682,0.01313,0.069513,0.091866,0.046523,69.88386,0.20125,0.57293,0.08885,0.137703,0.01568,0.01531,0.33,0.368504,0.008131,0.006725,0.004569,0.001128,0.008386,0.003476,0.008488,0.002346,0.527879,Generated 36
8330,1,1,Titanium,0.446725,0.071416,0.5657,0.042999,86.76064978970052,0.0392,0.02846,0.0393,0.03519,0.021245,0.012051,0.031149,0.015,0.052368,0.046933,0.038373,72.75373,0.27659,0.590022,0.06803,0.130035,0.015789,0.017723,0.33001,0.299944,0.008045,0.006283,0.001239,0.003779,0.00062581,0.00057434,0.002399,0.001019,0.667819,Generated 22
7476,1,1,Aluminum,0.413538,0.07,0.57351,0.045,73.27075957380188,0.04,0.02787,0.04745,0.03608,0.022619,0.014354,0.032012,0.015,0.038992,0.024484,0.030228,72.45848,0.21217,0.573311,0.068,0.132708,0.015931,0.01789,0.33,0.327076,0.009,0.003151,0.006634,0.004033,0.009222,0.003863,0.004284,0.00063289,0.667855,Generated 17
2697,1,1,Titanium,0.425,0.06,0.546,0.045,74.0,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0424,0.0481,0.0299,71.2,0.1417,0.54,0.068,0.13,0.016,0.018,0.33,0.35,0.009,0.000997,0.00914,0.006158,0.003506,0.001046,0.005478,0.00091952,0.63531,2_3
5357,1,1,Steel,0.44349,0.07738,0.62335,0.04758,72.86269,0.04,0.0286,0.04139,0.0365,0.02232,0.01403,0.032264,0.015,0.037,0.051748,0.0234,70.28759,0.18567,0.54121,0.07058,0.139274,0.007757,0.008726,0.33,0.35,0.009,0.002671,0.001889,0.007319,0.002343,0.003594,0.002462,0.005388,0.704341,Generated 5
12954,0,0,Aluminum,0.426001,0.017307,0.56438,0.040458,70.46584468773895,0.03768,0.04029,0.0493,0.04949,0.032404,0.022743,0.031213,0.01453,0.037636,0.045315,0.02744,66.65964,0.11773,0.396511,0.07292,0.143675,0.0112947552083332,0.0126413872420262,0.328622,0.298447,0.008617,0.001854,0.002474,0.002401,0.001635,0.002264,0.006376,0.00084708,0.632358,Generated 44
7029,1,1,Steel,0.331038,0.060148,0.56357,0.088944,72.9804418590091,0.04015,0.02839,0.04383,0.03715,0.021416,0.010325,0.033196,0.0142,0.049908,0.046851,0.022332,73.69998,0.17606,0.517713,0.06859,0.13034,0.014889,0.01782,0.329846,0.301743,0.008966,0.005536,0.005169,0.001559,0.007691,0.00491,0.002642,0.002288,0.633858,Generated 15
3856,0,0,Titanium,0.44,0.07,0.5656,0.05,72.99997971982306,0.04,0.0286,0.044,0.0365,0.02135,0.015,0.0327,0.015,0.0441,0.0508,0.0236,70.0,0.1326,0.48,0.073,0.142,0.0158489361702121,0.0177589703095392,0.33,0.35,0.009,0.001711,0.007238,0.000795,0.0006709,0.008476,0.000726,0.003324,0.702679,3_2
11995,0,0,Aluminum,0.399068,-0.001342,0.56717,0.033555,72.15120004211626,0.04004,0.02952,0.05559,0.03427,0.025624,0.024897,0.035663,0.01536,0.057181,0.02871,0.023788,68.26527,0.13135,0.208061,0.06862,0.143294,0.0112947552083332,0.0126413872420262,0.328304,0.330997,0.009117,0.002461,0.002343,0.002738,0.01482,0.002142,0.002629,0.00281,0.6175,Generated 40
5342,0,0,Titanium,0.40537,0.07,0.5656,0.05943,77.58575,0.053,0.03609,0.04686,0.04151,0.02335,0.013629,0.0318,0.015,0.050149,0.047531,0.030389,77.52862,0.14403,0.51145,0.068,0.13,0.0112947552083332,0.0126413872420262,0.33,0.3,0.009,0.005692,0.006259,0.004968,0.00229,0.003455,0.005274,0.003198,0.678608,Generated 5
11965,0,0,Aluminum,0.402058,-0.003033,0.5655,0.034474,71.8181396758067,0.03991,0.02944,0.05508,0.03458,0.025951,0.023294,0.035651,0.0154,0.054258,0.032122,0.024174,68.23043,0.12904,0.215618,0.06874,0.142786,0.0112947552083332,0.0126413872420262,0.328416,0.331509,0.009009,0.002591,0.002544,0.00285,0.0146,0.00208,0.002846,0.00214,0.612824,Generated 40
989,1,0,Steel,0.375,0.04,0.5656,0.05,73.5,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0485,0.04,0.0323,74.0,0.1503,0.52,0.068,0.135,0.016,0.0177589703095392,0.33,0.3,0.009,0.000819,0.002554,0.000683,0.008501,0.001873,0.000886,0.005246,0.64936,2_1
4626,1,1,Steel,0.46975,0.07682,0.56114,0.04955,73.15017,0.04,0.02882,0.03672,0.0365,0.02485,0.021071,0.040026,0.015,0.058192,0.063794,0.040177,71.18124,0.13927,0.53343,0.068,0.13,0.016,0.018,0.33,0.35,0.009453,0.001417,0.002045,0.004918,0.00094401,0.0007391,0.000945,0.002606,0.746911,Generated 2
2954,1,1,Titanium,0.41,0.066,0.56,0.115,73.49999998763374,0.04,0.0286,0.055,0.0365,0.02335,0.013,0.0318,0.015,0.0515,0.0186,0.0302,73.25,0.15,0.5,0.068,0.13,0.016,0.018,0.33,0.35,0.009,0.000894,0.006037,0.009898,0.003314,0.003304,0.00085,0.001907,0.644374,3_1
4855,1,1,Steel,0.38179,0.06087,0.56111,0.0383,73.83244,0.04,0.03021,0.03897,0.03774,0.019832,0.013,0.029656,0.015,0.045176,0.026695,0.034206,71.99496,0.13295,0.46738,0.068,0.13,0.00528,0.005939,0.33,0.35,0.00766,0.00468,0.000641,0.003183,0.004037,0.003835,0.005815,0.0012,0.582912,Generated 3
12768,0,0,Steel,0.400046,0.037646,0.56413,0.035199,72.57730875435504,0.03916,0.02817,0.04959,0.03697,0.023745,0.016219,0.031165,0.01521,0.049019,0.043242,0.028939,71.7479,0.12165,0.419643,0.06635,0.131301,0.0112947552083332,0.0126413872420262,0.328898,0.306624,0.008802,0.002093,0.002715,0.002434,0.001901,0.001982,0.005346,0.007276,0.639239,Generated 44
5438,1,1,Titanium,0.413369,0.055843,0.56418,0.052582,72.92114072721306,0.03596,0.03426,0.04715,0.04847,0.024771,0.01581,0.034969,0.01497,0.059106,0.047515,0.046756,73.03635,0.16493,0.546306,0.06897,0.129131,0.001732,0.00167,0.329699,0.32847,0.008738,0.00219,0.00234,0.005254,0.002918,0.002567,0.003485,0.002212,0.647433,Generated 6
1556,0,0,Steel,0.375,0.0,0.5656,0.06,71.00001324013941,0.04,0.0302,0.045,0.045,0.0275,0.019,0.0318,0.015,0.0449,0.0551,0.0294,70.5,0.115,0.301,0.068,0.135,0.0158489361702121,0.0177589703095392,0.33,0.3,0.009,0.004038,0.000515,0.002528,0.00074869,0.00265,0.006917,0.001425,0.596694,1_9
8212,1,1,Titanium,0.4418,0.06872,0.56596,0.13902,73.65966,0.04809,0.03973,0.05095,0.03766,0.022473,0.020161,0.040137,0.015,0.052273,0.111382,0.033657,66.62424,0.10177,0.46265,0.068,0.135033,0.015926,0.01786,0.329972,0.349925,0.009023,0.001657,0.003789,0.001236,0.003698,0.001641,0.000526,0.003411,0.709549,Generated 21
1665,0,0,Titanium,0.375,0.04,0.5656,0.045,75.99998673512805,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0583,0.0438,0.049,72.0,0.1,0.5938,0.068,0.13,0.0158489361702121,0.0177589703095392,0.33,0.35,0.009,0.00532,0.000702,0.001044,0.003833,0.00239,0.007138,0.003728,0.618011,1_9
2157,1,0,Steel,0.42,0.07,0.5674,0.05,74.49998322747555,0.04,0.0286,0.0365,0.0365,0.02335,0.013,0.0318,0.015,0.0435,0.035,0.03825,71.0,0.12,0.414,0.068,0.135,0.016,0.0177589703095392,0.33,0.35,0.009,0.004887,0.001712,0.000538,0.00094405,0.001727,0.000539,0.00467,0.7007,2_2
2464,0,0,Aluminum,0.4,0.007,0.5656,0.045,75.00000349528622,0.04,0.04275,0.057,0.049,0.035,0.0215,0.0318,0.015,0.042,0.06,0.031,68.0,0.123,0.331,0.073,0.13,0.0158489361702121,0.0177589703095392,0.33,0.3,0.009,0.001967,0.002695,0.001057,0.001291,0.001066,0.000501,0.001041,0.640676,3_4
10489,0,0,Titanium,0.373691,0.048431,0.5656,0.046541,73.53781520211236,0.04,0.02729,0.04101,0.0365,0.022734,0.013616,0.029448,0.015,0.038953,0.039329,0.028261,70.76747,0.10606,0.438373,0.06954,0.131541,0.0112947552083332,0.0126413872420262,0.33,0.35,0.007616,0.001574,0.003455,0.004191,0.00414,0.001828,0.00278,0.007382,0.581496,Generated 34
4711,0,0,Steel,0.42744,0.0516,0.56057,0.04949,73.20366,0.04,0.02906,0.03872,0.0365,0.021555,0.014795,0.030184,0.015,0.040578,0.048176,0.028626,71.40911,0.1046,0.49336,0.07249,0.133466,0.0112947552083332,0.0126413872420262,0.33,0.344886,0.009,0.004419,0.008013,0.000586,0.002112,0.002123,0.002896,0.002406,0.650806,Generated 3
13943,0,0,Aluminum,0.41119,0.018379,0.56516,0.043787,71.39896375288899,0.03923,0.03745,0.05045,0.04077,0.030006,0.015447,0.03053,0.01471,0.044953,0.052958,0.02605,66.96353,0.09488,0.292228,0.06806,0.128703,0.0112947552083332,0.0126413872420262,0.328063,0.323881,0.008951,0.007462,0.002791,0.00236,0.008397,0.00185,0.000722,0.002248,0.608128,Generated 49
