,SSB_Include,CSB_Include,CS Length,BB Drop,Stack,SS E,ST Angle,BB OD,TT OD,HT OD,DT OD,CS OD,SS OD,ST OD,CS F,HT LX,ST UX,HT UX,HT Angle,HT Length,ST Length,BB Length,Dropout Offset,SSB OD,CSB OD,Material,SSB Offset,CSB Offset,SS Z,SS Thickness,CS Thickness,TT Thickness,BB Thickness,HT Thickness,ST Thickness,DT Thickness,DT Length
6940,1.0,1.0,0.36858,-0.00622,0.55898,0.04664,70.78259,0.04019,0.02917,0.04505,0.04484,0.03119,0.021043,0.032204,0.01493,0.051462,0.038495,0.030217,72.95025,0.11038,0.38689,0.06791,0.12992,5e-06,3.8e-05,Titanium,0.329884,0.300222,0.009296,0.003486,0.001596,0.002414,0.003126,0.001782,0.002345,0.001913,0.625359
14632,0.0,0.0,0.406019,0.04946,0.56479,0.05474,73.33006070559793,0.03883,0.02806,0.03497,0.03806,0.023514,0.01409,0.030783,0.016,0.039721,0.048808,0.029334,74.44811,0.13436,0.576731,0.06879,0.127509,0.0112947552083332,0.0126413872420262,Steel,0.329162,0.285861,0.009648,0.00201,0.001719,0.004982,0.002863,0.00091404,0.001228,0.008503,0.656721
1804,1.0,0.0,0.425,0.055,0.5656,0.05,72.5,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.047,0.0465,0.039,72.0,0.1722,0.61,0.068,0.135,0.016,0.0177455382843988,Steel,0.33,0.3,0.009,0.0047808708870401,0.0093561091744787,0.0019559508147059,0.0008410231972978,0.0012910458341594,0.0018233289983878,0.0081066040755742,0.6516464231981842
7998,0.0,1.0,0.450496,0.053424,0.5656,0.056622,72.22516889346765,0.03535,0.03426,0.04535,0.03999,0.023854,0.018036,0.034202,0.015,0.047252,0.060305,0.027748,69.02712,0.10484,0.478741,0.068,0.135,0.0112947552083332,0.018,Titanium,0.33,0.311259,0.009,0.004413,0.0009,0.001251,0.002947,0.002385,0.002143,0.00115,0.688012
8272,0.0,0.0,0.398915,0.048427,0.55752,0.117864,72.08783090997478,0.05405,0.02944,0.05594,0.03569,0.022673,0.022888,0.036431,0.01477,0.043961,0.047867,0.030252,75.90384,0.13508,0.480137,0.06761,0.130312,0.0112947552083332,0.0126413872420262,Titanium,0.329144,0.337557,0.009068,0.00137,0.001139,0.0006,0.003059,0.01004,0.005952,0.002135,0.647055
4433,1.0,1.0,0.63,0.0395,0.7,0.044,67.5,0.04,0.0286,0.045,0.04075,0.02335,0.013,0.0318,0.015,0.0505,0.0453999999999999,0.0407,62.0,0.1763,0.7454,0.068,0.13,0.016,0.018,Steel,0.33,0.35,0.009,0.0018706056370555,0.0031672250064602,0.0069371783788671,0.0032612514765015,0.0059931618539337,0.0005838596611715,0.0031487475563955,0.7241845543144019
12256,0.0,0.0,0.290465,-0.067941,0.5639,0.02143,78.15362049546579,0.04025,0.02774,0.04203,0.0338,0.020186,0.022001,0.03082,0.01462,0.042971,0.034693,0.03183,76.88522,0.1258,0.169769,0.06614,0.124556,0.0112947552083332,0.0126413872420262,Titanium,0.331198,0.324684,0.013436,0.001647,0.007857,0.003993,0.00077609,0.007654,0.012516,0.008667,0.482492
2372,0.0,0.0,0.393,0.055,0.5656,0.045,74.5,0.04,0.0286,0.035,0.0365,0.02335,0.013,0.0318,0.015,0.048,0.03,0.034,74.5,0.134,0.64,0.068,0.12,0.0158425319267067,0.0177455382843988,Aluminum,0.33,0.35,0.009,0.0096939448191262,0.0080504737283256,0.0066758575693363,0.0006251831663897,0.0005385299773576,0.0014027915819127,0.0007683872353812,0.6512908000264722
12407,0.0,0.0,0.41007,0.051861,0.56103,0.054271,72.8473437632002,0.04273,0.03277,0.04506,0.0388,0.025765,0.014397,0.03116,0.01486,0.044122,0.033428,0.029272,70.60453,0.11044,0.463085,0.06883,0.124769,0.0112947552083332,0.0126413872420262,Steel,0.328065,0.303091,0.008633,0.001139,0.004948,0.002032,0.001945,0.002356,0.00225,0.002168,0.645308
7134,1.0,1.0,0.43554,0.06866,0.52732,0.05809,72.94542,0.04065,0.02775,0.04948,0.03724,0.025203,0.013818,0.032116,0.01494,0.043623,0.03069,0.031766,69.86849,0.17107,0.56845,0.06744,0.130145,0.000161,-3.5e-05,Steel,0.33,0.349811,0.009573,0.000769,0.00315,0.00148,0.00064932,0.00261,0.004538,0.00072063,0.646867
2315,0.0,0.0,0.38,-0.03,0.50808,0.05,74.0,0.04,0.0286,0.045,0.0365,0.02335,0.015,0.0318,0.015,0.0391,0.0447,0.0444,73.0,0.185,0.5107,0.068,0.135,0.0158425319267067,0.0177455382843988,Steel,0.33,0.35,0.009,0.001441798058574,0.001441798058574,0.0007486936071503,0.0025284103566852,0.0024127869037039,0.009159755617723,0.0005088540400685,0.5001605363921949
4542,1.0,1.0,0.40997,0.008557,0.56584,0.05919,66.56695,0.04002,0.04078,0.04985,0.05414,0.02183,0.015219,0.028675,0.015,0.040786,0.054839,0.028016,67.35396,0.11375,0.46871,0.07309,0.13011,4.8e-05,0.000102,Steel,0.330016,0.290347,0.009006,0.000895,0.004216,0.001907,0.01015,0.002323,0.001908,0.001984,0.659205
12684,0.0,0.0,0.389818,0.051347,0.58047,0.052114,73.28347923685378,0.04432,0.03446,0.04279,0.03937,0.025931,0.013832,0.030844,0.01467,0.052033,0.020996,0.030349,74.1013,0.11753,0.481385,0.06855,0.121711,0.0112947552083332,0.0126413872420262,Titanium,0.32754,0.293834,0.008254,0.000116,0.004902,0.00125,0.001933,0.0028,0.001138,0.002248,0.638746
4915,0.0,0.0,0.32798,0.02497,0.5656,0.03654,75.149,0.04,0.03248,0.04,0.03592,0.025964,0.017231,0.023885,0.015,0.039437,0.03114,0.031587,74.62012,0.13528,0.41017,0.068,0.132644,0.0112947552083332,0.0126413872420262,Titanium,0.33,0.323557,0.010163,0.003675,0.005572,0.002018,0.002737,0.0048,0.003476,0.003956,0.594209
7089,1.0,1.0,0.42333,0.07314,0.52079,0.04364,72.78005,0.03965,0.02806,0.04483,0.03645,0.021811,0.011121,0.035359,0.01488,0.053583,0.047458,0.03184,71.87011,0.12294,0.5803,0.06852,0.129852,0.015871,0.018044,Titanium,0.329922,0.350216,0.009472,0.001846,0.001441,0.001207,0.002584,0.002568,0.000431,0.0006318,0.658955
7557,1.0,1.0,0.451084,-0.005707,0.56707,0.066586,70.74390110571593,0.0405,0.02904,0.0442,0.03721,0.0267,0.022495,0.031378,0.01505,0.060398,0.044958,0.034237,73.2582,0.09896,0.306888,0.10018,0.134179,0.015371,0.017294,Steel,0.330155,0.301309,0.007672,0.002847,0.004975,0.00165,0.002783,0.003259,0.003843,0.008499,0.632512
13362,0.0,0.0,0.372935,0.011138,0.56286,0.02259,72.0265244258958,0.03826,0.02907,0.04237,0.03631,0.027001,0.017517,0.031183,0.01497,0.041238,0.036906,0.027509,70.9977,0.11512,0.374827,0.0692,0.133737,0.0112947552083332,0.0126413872420262,Aluminum,0.329492,0.373656,0.008467,0.001695,0.002963,0.003232,0.002202,0.002321,0.005525,0.001681,0.590312
996,0.0,0.0,0.435,0.07,0.5656,0.045,74.99999999999999,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0551,0.0437,0.0417,69.99999999999999,0.1804,0.5537000000000001,0.068,0.13,0.0158425319267067,0.0177455382843988,Steel,0.33,0.3,0.009,0.0005140911253973,0.0007811364665522,0.0007519863034585,0.0078097946479521,0.0087026093203336,0.000596811934529,0.0024022221174921,0.6438599319983118
11825,0.0,1.0,0.346671,-0.007892,0.60424,0.178886,67.32804132270498,0.04002,0.04065,0.05413,0.05085,0.018754,0.021147,0.038549,0.01227,0.068471,0.147175,0.025285,76.57446,0.11166,0.361689,0.06834,0.138845,0.0112947552083332,0.015629,Aluminum,0.33,0.306167,0.008372,0.000621,0.003429,0.002783,0.00525,0.003214,0.007969,0.006965,0.568047
13437,0.0,0.0,0.36119,-0.004045,0.56503,0.018408,71.70692856777183,0.03911,0.02908,0.04288,0.03631,0.025351,0.0188,0.031059,0.01488,0.040229,0.040822,0.026528,70.24334,0.10675,0.287998,0.0689,0.13765,0.0112947552083332,0.0126413872420262,Aluminum,0.329616,0.334157,0.008876,0.001812,0.006958,0.003544,0.002392,0.002296,0.003843,0.002506,0.579197
8497,0.0,0.0,0.410364,0.04458,0.56183,0.055366,71.51298235412003,0.04358,0.02892,0.04379,0.03732,0.027929,0.015994,0.03152,0.0145,0.042895,0.071664,0.031684,66.76477,0.10651,0.446528,0.06783,0.130594,0.0112947552083332,0.0126413872420262,Titanium,0.333587,0.323253,0.008602,0.001877,0.002658,0.010453,0.001314,0.001672,0.001213,0.002613,0.700792
361,0.0,0.0,0.405,0.07,0.5656,0.045,74.0,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0499,0.049,0.034,73.0,0.145,0.515,0.068,0.13,0.0158425319267067,0.0177455382843988,Aluminum,0.33,0.35,0.009,0.0005148436675401,0.0006208543811306,0.001441798058574,0.0027765452006733,0.0015108906376899,0.0018651411403734,0.0017184490593522,0.6536386402787728
6295,1.0,1.0,0.39845,0.05147,0.56733,0.02649,74.85785,0.03963,0.03368,0.04243,0.03596,0.021651,0.01304,0.03129,0.01482,0.046934,0.015896,0.051686,73.1017,0.13447,0.53995,0.06637,0.135796,0.001126,0.004529,Titanium,0.330368,0.287843,0.008831,0.001214,0.001995,0.000271,0.00090291,0.00184,0.000457,0.002663,0.636548
3858,1.0,1.0,0.39712,0.047,0.5656,0.045,74.0,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0472999999999999,0.047,0.0335,73.0,0.1207,0.56,0.068,0.13,0.016,0.018,Steel,0.33,0.35,0.009,0.0009208621551114,0.0019331955251463,0.0018610532462194,0.0032588671345972,0.0092472613589738,0.0011585953677502,0.0005446696981663,0.6462727244331796
4561,1.0,1.0,0.39896,0.06055,0.56552,0.05852,71.96578,0.03998,0.02861,0.04214,0.03646,0.023422,0.013005,0.031813,0.015,0.046988,0.031417,0.040271,75.51357,0.15268,0.57955,0.06804,0.130144,3.1e-05,0.000176,Steel,0.329962,0.349861,0.009007,0.001184,0.003518,0.000683,0.007652,0.00091407,0.000824,0.001283,0.652456
10203,0.0,0.0,0.368728,0.007866,0.59182,0.058146,75.5468917107386,0.04012,0.02796,0.04323,0.0356,0.023284,0.013239,0.030846,0.01481,0.041949,0.026006,0.027592,71.39949,0.09355,0.366616,0.06926,0.130296,0.0112947552083332,0.0126413872420262,Steel,0.330013,0.347072,0.008651,0.00216,0.001584,0.001909,0.001066,0.002911,0.00233,0.00143,0.629199
1972,0.0,0.0,0.381,0.01,0.5656,0.06,70.0,0.04,0.0302,0.045,0.045,0.0275,0.019,0.0318,0.015,0.0426,0.044,0.031,69.0,0.115,0.307,0.068,0.135,0.0158425319267067,0.0177455382843988,Steel,0.33,0.3,0.009,0.0030423490017896,0.0014281544939605,0.0067717502233639,0.0026592815817654,0.0009792101449022,0.000928979726578,0.001799482477723,0.6237464355233392
9885,0.0,0.0,0.371345,0.010246,0.56521,0.106098,72.63248459002615,0.04224,0.0406,0.0501,0.05246,0.038806,0.020631,0.031458,0.01487,0.045678,0.033458,0.032116,70.72635,0.22231,0.403781,0.06706,0.127329,0.0112947552083332,0.0126413872420262,Steel,0.335323,0.292228,0.00841,0.001635,0.008837,0.001895,0.00681,0.004477,0.001578,0.003555,0.610961
6142,1.0,1.0,0.40937,0.01595,0.56086,0.04942,72.52462,0.03921,0.03026,0.04366,0.05183,0.023718,0.013974,0.031473,0.01496,0.057635,0.02245,0.029047,71.28236,0.12876,0.39663,0.06841,0.137057,0.003908,0.005292,Steel,0.328406,0.344047,0.010097,0.001779,0.002276,0.003073,0.002421,0.001245,0.002888,0.007235,0.635919
12660,0.0,0.0,0.414843,0.018752,0.56508,0.041487,72.2704898550625,0.0405,0.03599,0.05551,0.03671,0.031806,0.02501,0.035267,0.01552,0.052767,0.034712,0.025069,67.65189,0.12416,0.27415,0.06831,0.143584,0.0112947552083332,0.0126413872420262,Aluminum,0.328234,0.325278,0.008945,0.002457,0.002564,0.002557,0.01118,0.002686,0.002752,0.002438,0.634659
5205,1.0,1.0,0.45948,0.06069,0.5656,0.04026,72.9869,0.03815,0.02548,0.03202,0.03407,0.017507,0.010618,0.02861,0.015,0.03643,0.019917,0.027993,72.93461,0.0994,0.53744,0.06813,0.130314,0.000262,0.000471,Steel,0.33,0.35,0.010558,0.009344,0.00508,0.004723,0.0006701,0.00078934,0.005625,0.006269,0.655736
10309,0.0,0.0,0.407268,0.054164,0.57461,0.057427,73.81060040837414,0.04017,0.02833,0.0447,0.03681,0.023029,0.013197,0.0325,0.01477,0.06242,0.045851,0.04224,72.05155,0.18778,0.637427,0.07382,0.13003,0.0112947552083332,0.0126413872420262,Steel,0.329815,0.297234,0.009029,0.001208,0.006263,0.005231,0.003111,0.006498,0.003749,0.007793,0.686143
4317,0.0,0.0,0.385,0.045,0.512,0.262,74.50408195471695,0.04,0.066,0.056,0.048,0.02325,0.016,0.035,0.015,0.0494,0.0159,0.0101,74.5,0.125,0.54,0.068,0.12,0.0158425319267067,0.0177455382843988,Steel,0.33,0.3,0.009,0.0058416940395357,0.002856883197039,0.0005422847718769,0.001990586948477,0.0031649094084888,0.0037065536196351,0.0023346695791367,0.6514754279898992
5131,0.0,0.0,0.37673,0.04254,0.5656,0.05,74.74604,0.04,0.02745,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.04837,0.031038,0.032714,73.74603,0.09239,0.53985,0.068,0.13,0.0112947552083332,0.0126413872420262,Steel,0.33,0.312698,0.009,0.003825,0.00143,0.003412,0.002155,0.001103,0.002098,0.008691,0.63717
9229,1.0,0.0,0.403291,0.070151,0.56545,0.047903,74.06172780997998,0.04002,0.02784,0.0443,0.04884,0.029068,0.018202,0.034701,0.01548,0.053779,0.046296,0.036298,73.58162,0.15674,0.426369,0.06774,0.119539,0.01643,0.0126413872420262,Aluminum,0.329371,0.349883,0.010253,0.004171,0.000903,0.001335,0.002039,0.002499,0.004662,0.01061,0.649982
8601,0.0,0.0,0.402131,0.047369,0.56217,0.0499,74.50966621421325,0.03965,0.02973,0.04312,0.03654,0.02124,0.012449,0.037777,0.01478,0.05254,0.031063,0.05225,71.71611,0.1527,0.646782,0.06763,0.129239,0.0112947552083332,0.0126413872420262,Steel,0.329084,0.323363,0.008768,0.002394,0.002234,0.003057,0.003498,0.006201,0.010669,0.001493,0.630173
5144,1.0,1.0,0.45877,0.04916,0.5656,0.02538,72.6082,0.03784,0.02841,0.03157,0.0365,0.018452,0.012295,0.029138,0.007769,0.031097,0.019029,0.028433,71.82458,0.19208,0.61172,0.05978,0.13,0.012538,0.010971,Steel,0.33,0.361754,0.009,0.004343,0.00077,0.004863,0.005366,0.00509,0.001794,0.002009,0.662631
4190,0.0,0.0,0.29821,0.0,0.5656,0.05,76.0,0.04,0.0286,0.0412999999999999,0.0365,0.02135,0.015,0.0327,0.015,0.0378,0.0734,0.0487999999999999,75.0,0.1201,0.32,0.073,0.135,0.0158425319267067,0.0177455382843988,Steel,0.33,0.35,0.009,0.0064526345397321,0.0013430553512821,0.0018206638555532,0.0007149788013376,0.0045756095593729,0.0008143893143341,0.0010596938309518,0.703488638936885
3701,1.0,1.0,0.408,0.07035683134835,0.593,0.045,75.0,0.04,0.0286,0.044,0.0365,0.029,0.013,0.0349,0.015,0.0485,0.0215,0.0329,71.5,0.1046,0.4615,0.068,0.13,0.016,0.018,Steel,0.33,0.35,0.009,0.0008373406382351,0.0005174862506805,0.0047808708870401,0.0012760259668038,0.0006007533588956,0.003794325494634,0.0038165913189341,0.6330057439557025
12667,0.0,0.0,0.391075,0.051788,0.58519,0.052844,73.30748616846978,0.04442,0.03654,0.04288,0.04108,0.027553,0.014013,0.030971,0.01465,0.055012,0.021297,0.030531,73.73957,0.11921,0.47834,0.06858,0.121722,0.0112947552083332,0.0126413872420262,Titanium,0.327661,0.296998,0.008176,0.000102,0.00444,0.001246,0.002082,0.003059,0.001248,0.002114,0.63854
15165,0.0,0.0,0.411516,-0.032015,0.56575,0.210693,73.75989364350507,0.04665,0.02825,0.04997,0.03648,0.023694,0.018394,0.03144,0.0151,0.045472,0.140925,0.031981,67.23463,0.13455,0.47016,0.07347,0.141997,0.0112947552083332,0.0126413872420262,Titanium,0.329963,0.349992,0.009062,0.000205,0.000169,0.005449,0.002013,0.0022,0.002802,0.002157,0.677638
12509,0.0,0.0,0.434426,0.018195,0.55953,0.043698,71.9280329809128,0.03992,0.03045,0.05246,0.03616,0.029492,0.01852,0.03378,0.01581,0.045663,0.043286,0.026995,68.58425,0.12198,0.32315,0.07006,0.137487,0.0112947552083332,0.0126413872420262,Steel,0.329106,0.329582,0.009154,0.003274,0.003868,0.002885,0.007182,0.002344,0.002956,0.001435,0.62469
8701,1.0,1.0,0.36887,-0.00096,0.56558,0.04365,54.05084,0.04097,0.02637,0.04748,0.0387,0.023795,0.014564,0.031625,0.01495,0.035544,0.032851,0.037208,73.5768,0.12572,0.21702,0.06831,0.119964,0.015891,0.017733,Steel,0.330073,0.349811,0.008988,6.9e-05,0.002453,0.001155,0.002079,0.002676,0.004621,0.002891,0.469289
6476,1.0,1.0,0.444047,0.07457,0.56479,0.050175,73.35280713006462,0.03965,0.02911,0.04493,0.03768,0.022782,0.013129,0.031657,0.01488,0.045561,0.04145,0.031868,73.30843,0.14957,0.56666,0.0675,0.129694,0.005698,0.005322,Steel,0.33024,0.319593,0.009091,0.002852,0.003268,0.005196,0.001569,0.006769,0.005542,0.00677,0.676035
5056,1.0,1.0,0.41738,0.06825,0.5656,0.04193,73.56185,0.04055,0.03188,0.03377,0.0365,0.023135,0.013048,0.038089,0.01491,0.046452,0.046064,0.033902,71.64948,0.16713,0.56639,0.06993,0.12,0.001314,0.001314,Titanium,0.33,0.35,0.008825,0.002069,0.001163,0.008521,0.003523,0.002562,0.00447,0.001014,0.65167
4555,1.0,1.0,0.39917,0.06323,0.56544,0.0361,73.51806,0.05129,0.02858,0.05002,0.04272,0.028291,0.014144,0.03483,0.01501,0.0556,0.031174,0.032136,70.45887,0.10699,0.28577,0.068,0.129939,1.8e-05,2.7e-05,Aluminum,0.329977,0.300089,0.010786,0.000714,0.003854,0.001279,0.001056,0.001625,0.000814,0.00119,0.651531
10580,1.0,1.0,0.384035,0.054013,0.55911,0.095043,74.03479879360884,0.03987,0.032,0.05003,0.03103,0.021967,0.011011,0.032729,0.01408,0.046125,0.066387,0.025145,72.41463,0.10762,0.420151,0.06468,0.131068,0.014576,0.016397,Steel,0.330155,0.370913,0.01084,0.003333,0.005189,0.005725,0.002899,0.007916,0.005198,0.001166,0.60842
4629,1.0,1.0,0.4452,0.06472,0.5653,0.04465,73.23801,0.04003,0.02865,0.04489,0.03651,0.023453,0.012993,0.031845,0.015,0.057714,0.035038,0.02263,71.65624,0.10921,0.43397,0.1042,0.169283,-3.2e-05,0.000107,Aluminum,0.330034,0.350084,0.009003,0.009038,0.000758,0.000956,0.001756,0.001198,0.007018,0.005223,0.730745
11664,1.0,1.0,0.351336,-0.012728,0.55953,0.074608,70.50967595906644,0.03564,0.02584,0.03672,0.03537,0.020473,0.015685,0.029212,0.01335,0.068323,0.095307,0.029517,69.75154,0.20014,0.628565,0.07081,0.141189,0.014192,0.016986,Titanium,0.33,0.361075,0.007332,0.001279,0.004434,0.001127,0.006851,0.003255,0.001431,0.002346,0.605514
2504,1.0,0.0,0.405,0.07,0.5656,0.045,73.0,0.04,0.0286,0.045,0.0365,0.02335,0.0118,0.0318,0.015,0.0508,0.0494,0.0329,73.0,0.1375,0.4894,0.068,0.13,0.016,0.0177455382843988,Steel,0.33,0.35,0.009,0.0059234381510992,0.001733597507981,0.0007040813580086,0.0025656667509678,0.0021779613485111,0.0043440711023942,0.0018488432427239,0.6447270912703971
7228,1.0,1.0,0.42753,0.07067,0.56606,0.04385,73.41099,0.0393,0.02837,0.03426,0.03645,0.021664,0.010224,0.029333,0.01483,0.050203,0.046879,0.042402,71.88414,0.17556,0.61703,0.06803,0.130163,-6.4e-05,3.3e-05,Steel,0.329996,0.34961,0.008911,0.001542,0.001891,0.00224,0.002091,0.002509,9.5e-05,0.002068,0.674245
9840,0.0,0.0,0.411529,0.038701,0.55425,0.048191,70.73427541475773,0.03694,0.02588,0.03539,0.03317,0.023024,0.013333,0.028335,0.01494,0.04129,0.037957,0.026072,73.89901,0.13369,0.469757,0.06469,0.138623,0.0112947552083332,0.0126413872420262,Titanium,0.332041,0.323926,0.008366,0.002163,0.004287,0.004952,0.001782,0.003951,0.009284,0.001858,0.621715
6417,1.0,1.0,0.40425,0.05242,0.56257,0.05109,73.25395,0.03961,0.03059,0.04299,0.03721,0.023259,0.013848,0.03152,0.01481,0.04858,0.036785,0.031406,72.78528,0.12961,0.53232,0.06827,0.134204,0.005371,0.010906,Titanium,0.330905,0.321094,0.008928,0.002417,0.002613,0.002249,0.003107,0.002575,0.001748,0.002987,0.642662
14262,0.0,0.0,0.410967,0.035633,0.5647,0.06077,71.3389750717388,0.03864,0.03219,0.05286,0.03716,0.027939,0.020634,0.031858,0.01586,0.043591,0.023549,0.028099,68.28369,0.16113,0.427746,0.07889,0.153621,0.0112947552083332,0.0126413872420262,Titanium,0.327649,0.307053,0.008876,0.000102,0.01006,0.002941,0.001721,0.004525,0.000375,0.002562,0.648572
6797,1.0,1.0,0.422412,0.064768,0.56564,0.044938,73.20561427249551,0.04,0.02853,0.04498,0.03655,0.023308,0.012969,0.031724,0.015,0.048714,0.047818,0.031543,70.4403,0.11901,0.527681,0.06801,0.130003,7e-06,-1e-06,Steel,0.330002,0.349958,0.009002,0.000684,0.00045,0.000597,0.00062289,0.00096985,0.00107,0.00036471,0.662486
8461,0.0,0.0,0.400687,0.02054,0.56286,0.053388,70.21511835658968,0.03942,0.02991,0.05054,0.03854,0.028692,0.014838,0.033275,0.01481,0.045127,0.07521,0.031116,65.53661,0.09852,0.305808,0.06926,0.129665,0.0112947552083332,0.0126413872420262,Steel,0.333055,0.347371,0.008449,0.001983,0.006617,0.013615,0.002624,0.003349,0.004453,0.002238,0.622209
5662,1.0,1.0,0.38293,0.03076,0.5656,0.04815,71.73871,0.04,0.0286,0.05446,0.0365,0.021237,0.013631,0.028899,0.015,0.049438,0.051387,0.042024,72.55404,0.08699,0.35973,0.068,0.135,0.00591,0.006648,Steel,0.33,0.35,0.009,0.001331,0.004949,0.004209,0.003896,0.00073325,0.000829,0.00064089,0.637582
2637,1.0,1.0,0.34455,-0.007,0.35,0.045,74.0,0.04,0.0286,0.046,0.0365,0.02335,0.013,0.0318,0.015,0.0359,0.0255,0.0288,68.5,0.1165,0.2255,0.068,0.12,0.016,0.018,Steel,0.33,0.35,0.009,0.0006163301415289,0.0048194889877115,0.0005985604761088,0.0018843370247196,0.0026225831973552,0.0008233729226993,0.0011161753821753,0.557637552814018
490,0.0,0.0,0.425,0.07,0.5656,0.03,74.0,0.034,0.02545,0.032,0.0365,0.018,0.0135,0.029,0.015,0.0312,0.0150999999999999,0.0261999999999999,73.0,0.1999,0.64,0.068,0.13,0.0158425319267067,0.0177455382843988,Steel,0.33,0.3,0.009,0.0074963886620558,0.0029309586023782,0.0033238604345057,0.0010558257138174,0.0010465997420949,0.0038361810711426,0.0036181648980133,0.6707712422756207
12439,0.0,0.0,0.397999,0.082358,0.56707,0.055449,77.04213966869149,0.04525,0.02969,0.04312,0.03842,0.024831,0.017364,0.031386,0.01488,0.068911,0.038184,0.029851,71.70692,0.13609,0.485721,0.06852,0.127941,0.0112947552083332,0.0126413872420262,Aluminum,0.329731,0.342405,0.009105,0.001903,0.002537,0.002498,0.004135,0.004983,0.001826,0.005729,0.647398
2474,0.0,0.0,0.3429,-0.03,0.5656,0.029,70.0,0.04,0.0286,0.045,0.0365,0.01985,0.015,0.0318,0.015,0.0341,0.0246,0.0237,75.5,0.0788,0.2246,0.068,0.135,0.0158425319267067,0.0177455382843988,Steel,0.33,0.35,0.0112,0.0020273186197795,0.0078097946479521,0.0007367432588356,0.0099562133473301,0.0012079165773651,0.0023261475181994,0.0006346273409605,0.5112290024823906
11645,1.0,1.0,0.351042,-0.020099,0.5563,0.084524,76.79651266191892,0.03576,0.0258,0.03387,0.04006,0.020473,0.015679,0.027682,0.01313,0.069513,0.091866,0.046523,69.88386,0.20125,0.572932,0.08885,0.137703,0.015677,0.015308,Titanium,0.33,0.368504,0.008131,0.006725,0.004569,0.001128,0.008386,0.003476,0.008488,0.002346,0.527879
4247,1.0,1.0,0.43,0.07,0.5656,0.045,72.62540508973285,0.04,0.0286,0.044,0.0365,0.02335,0.013,0.0349,0.015,0.0495,0.0453,0.0305,72.5,0.2293,0.6053,0.068,0.135,0.016,0.018,Titanium,0.33,0.35,0.009,0.0078844038294856,0.0091129806246989,0.0008956215246857,0.0007244536125526,0.0028527073177607,0.0046362449749787,0.0025081504482297,0.6845825780931016
12711,0.0,0.0,0.444475,0.011686,0.55424,0.041756,71.6534716054861,0.03934,0.02936,0.05689,0.03482,0.031018,0.018013,0.033735,0.01579,0.044588,0.040516,0.027585,67.72208,0.11701,0.291478,0.07386,0.13271,0.0112947552083332,0.0126413872420262,Steel,0.329344,0.329865,0.009863,0.003998,0.008576,0.00263,0.006638,0.001478,0.00257,0.00069434,0.623318
11341,0.0,0.0,0.413876,0.053446,0.5656,0.05002,73.24898717758691,0.04,0.0286,0.0455,0.0365,0.02335,0.013753,0.030194,0.015,0.055635,0.044008,0.037329,71.74303,0.12413,0.509801,0.068,0.131044,0.0112947552083332,0.0126413872420262,Steel,0.33,0.35,0.009,0.005561,0.000585,0.002176,0.004533,0.002469,0.005386,0.001788,0.684999
